CIA,Bloque,PAD,POZO,ETAPA,CAUDAL PROMEDIO(BPM),PRESION PROMEDIO (PSI),CFR,CLUSTER,DISPAROS,MPA I,TAPON (MTS),ISIP POST
HASA,BANDURRIA SUR,LCAV132,LCav-847(h),7,"89,0",10146,"3,3",10,30,,5615,5901
HASA,LOMA CAMPANA,LC322,LLL-1829(h),68,"89,0",10602,"4,2",10,20,,4051,6386
HASA,LOMA CAMPANA,LC325,LLL-1866(h),44,"89,0",10828,"5,8",10,30,CLEAN SWEEP,5345,5744
HASA,LOMA CAMPANA,LC319,LLL-1785(h),56,"89,0",9503,"2,5",10,30,,3593,6609
HASA,BANDURRIA SUR,LCAV132,LCav-137(h),38,"89,0",9639,"2,5",10,30,,4140,6320
HASA,LA AMARGA CHICA,LACH94,LACh-332(h),22,"89,0",9661,"2,5",10,30,,3818,5852
HASA,LA AMARGA CHICA,LACH105,LACh-391(h),24,"89,0",9884,"2,5",10,20,,4618,5741
HASA,LA AMARGA CHICA,LACH83,LACh-274(h),36,"89,0",9903,"2,5",10,30,,4434,6025
HASA,LOMA CAMPANA,LC319,LLL-1784(h),57,"89,0",10008,"1,7",10,30,,3852,6604
HASA,LA AMARGA CHICA,LACH94,LACh-332(h),19,"89,0",10082,"2,5",10,30,,3968,5774
HASA,LOMA CAMPANA,LC322,LLL-1829(h),64,"89,0",10090,"2,5",10,20,,4251,6380
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),37,"89,0",10130,"3,3",10,30,,4402,6226
HASA,BANDURRIA SUR,LCAV132,LCav-679(h),23,"89,0",10170,"2,5",10,30,FLUIDO,4774,6036
HASA,LA AMARGA CHICA,LACH67,LACh-206(h),25,"89,0",10310,"3,3",12,24,,3992,6440
HASA,LOMA CAMPANA,LC322,LLL-1826(h),91,"89,0",10443,"3,3",8,24,,3682,6559
HASA,NARAMBUENA,N4,N-37(h),36,"89,0",10568,"3,3",10,20,,3708,5499
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),11,"89,0",10581,"2,5",10,30,,5962,5583
HASA,NARAMBUENA,N4,N-37(h),35,"89,0",10600,"3,3",10,20,,3768,5474
HASA,LA AMARGA CHICA,LACH112,LACh-426(h),37,"89,0",10607,"3,3",10,30,,5043,6489
HASA,LOMA CAMPANA,LC339,LLL-1989(h),38,"89,0",10632,"3,3",12,36,,4531,6639
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),59,"89,0",10677,"2,5",10,30,,4625,6867
HASA,NARAMBUENA,N4,N-35(h),5,"89,0",10745,"4,2",10,30,,5522,6510
HASA,LA AMARGA CHICA,LACH135,LACh-532(h),26,"89,0",10760,"4,2",10,30,,4788,6314
HASA,NARAMBUENA,N4,N-37(h),38,"89,0",10769,"2,5",10,20,,3588,5680
HASA,NARAMBUENA,N4,N-36(h),14,"89,0",10835,"3,3",10,30,,5124,5718
HASA,LA AMARGA CHICA,LACH83,LACh-273(h),12,"89,0",10880,"3,3",10,30,,5829,5751
HASA,LA AMARGA CHICA,LACH83,LACh-274(h),27,"89,0",10890,"4,2",10,30,,4974,5880
HASA,LA AMARGA CHICA,LACH83,LACh-274(h),17,"89,0",10910,"4,2",10,30,,5574,5880
HASA,LOMA CAMPANA,LC325,LLL-1863(h),55,"89,0",10910,"4,2",10,30,FLUIDO,4754,5544
HASA,LOMA CAMPANA,LC322,LLL-1828(h),57,"89,0",10915,"4,2",12,24,,4494,6403
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),10,"89,0",10928,"4,2",10,20,,5907,5867
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),8,"89,0",10930,"3,3",10,20,,6027,5999
HASA,LOMA CAMPANA,LC276-2,LLL-1816(h),17,"89,0",10930,"3,3",10,30,,5659,6329
HASA,LOMA CAMPANA,LC325,LLL-1862(h),73,"89,0",10940,"3,3",12,36,,4548,5875
HASA,BANDURRIA SUR,LCAV21,LCav-801(h),9,"89,0",10972,"4,2",12,36,FLUIDO,4910,5946
HASA,AGUADA DEL CHAÑAR,ADCH34,AdCh-1180(h),4,"89,0",10980,"4,2",10,30,,5718,6050
HASA,LOMA CAMPANA,LC319,LLL-1785(h),42,"89,0",10980,"1,7",10,30,,4433,6658
HASA,LOMA CAMPANA,LC322,LLL-1829(h),32,"89,0",10989,"5,8",10,20,,6037,6105
HASA,LOMA CAMPANA,LC339,LLL-1989(h),48,"89,0",10990,"2,5",12,36,,3921,6719
HASA,LA AMARGA CHICA,LACH105,LACh-391(h),6,"89,0",10993,"3,3",10,20,,5878,5676
HASA,BAJO DEL TORO,BDTN7,BdTN-293(h),2,"89,0",11000,"5,8",10,30,FLUIDO,6266,6110
HASA,,LCAV105-2,LCav-119(h),3,"89,0",11003,"5,0",8,24,FLUIDO,6664,6104
HASA,LA AMARGA CHICA,LACH104,LACh-478(h),24,"89,0",11005,"2,5",10,30,,4982,6060
HASA,LOMA CAMPANA,LC325,LLL-1866(h),69,"89,0",11014,"4,2",10,30,FLUIDO,3845,5940
HASA,BAJO DEL TORO,BDTN7,BdTN-286(h),33,"89,0",11020,"3,3",10,30,,4761,6311
HASA,LA AMARGA CHICA,LACH105,LACh-388(h),26,"89,0",11026,"2,5",10,20,,4843,5670
HASA,LA AMARGA CHICA,LACH105,LACh-390(h),3,"89,0",11040,"3,3",10,30,,6053,5670
HASA,LOMA CAMPANA,LC339,LLL-1990(h),40,"89,0",11041,"3,3",10,30,,4035,6783
HASA,BANDURRIA SUR,LCAV21,LCav-854(h),9,"89,0",11048,"7,5",10,30,FLUIDO,5447,6628
HASA,BAJO DEL TORO,BDTN7,BdTN-285(h),20,"89,0",11050,"3,3",10,30,,5174,6263
HASA,LOMA CAMPANA,LC276-2,LLL-1816(h),16,"89,0",11066,"3,3",10,30,,5719,6300
HASA,BANDURRIA SUR,LCAV21,LCav-802(h),11,"89,0",11069,"6,7",10,30,FLUIDO,4902,6275
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),31,"89,0",11071,"2,5",10,30,,5372,6226
HASA,LA AMARGA CHICA,LACH112,LACh-427(h),14,"89,0",11078,"5,0",10,30,,6464,6548
HASA,LOMA CAMPANA,LC276-2,LLL-1816(h),20,"89,0",11080,"2,5",10,30,,5479,6458
HASA,LA AMARGA CHICA,LACH112,LACh-427(h),13,"89,0",11098,"3,3",10,30,,6524,6351
HASA,LOMA CAMPANA,LC276-2,LLL-1817(h),10,"89,0",11107,"2,5",10,30,,6288,6330
HASA,LA AMARGA CHICA,LACH112,LACh-425(h),18,"89,0",11108,"5,8",12,24,,6454,6475
HASA,LA AMARGA CHICA,LACH112,LACh-426(h),9,"89,0",11122,"5,0",8,24,,6698,6340
HASA,LOMA CAMPANA,LC339,LLL-1992(h),24,"89,0",11133,"4,2",12,36,,4572,7092
HASA,LA AMARGA CHICA,LACH112,LACh-424(h),10,"89,0",11184,"5,8",12,24,,6564,6254
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),40,"89,0",11205,"3,3",10,30,FLUIDO,5575,6742
HASA,LOMA CAMPANA,LC322,LLL-1828(h),76,"89,1",10140,"3,3",10,20,,3414,6197
HASA,LOMA CAMPANA,LC325,LLL-1865(h),69,"89,1",10979,"4,2",10,30,,3817,6270
HASA,LA AMARGA CHICA,LACH105,LACh-817(h),20,"89,1",10993,"2,5",10,20,,4804,5639
HASA,LA AMARGA CHICA,LACH112,LACh-424(h),11,"89,1",11081,"5,8",12,24,,6504,6295
HASA,NARAMBUENA,N4,N-37(h),52,"89,1",8568,"2,5",11,22,,2736,5105
HASA,LOMA CAMPANA,LC325,LLL-1864(h),62,"89,2",10810,"5,0",10,30,,4808,5872
HASA,LOMA CAMPANA,LC319,LLL-1785(h),58,"89,2",9129,"1,7",10,30,,3473,6637
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),44,"89,2",9860,"2,5",10,30,,3867,5983
HASA,LA AMARGA CHICA,LACH104,LACh-479(h),52,"89,2",10328,"3,3",10,30,,3375,6133
HASA,LA AMARGA CHICA,LACH135,LACh-532(h),35,"89,2",10703,"3,3",10,30,,4248,6365
HASA,BANDURRIA SUR,LCAV102,LCav-171(h),25,"89,2",11005,"3,3",10,30,,5286,6051
HASA,LOMA CAMPANA,LC319,LLL-1783(h),56,"89,3",10500,"1,7",12,24,,4207,6573
HASA,CHAÑAR GRANDE,CHG-1,ChG.x-1(h),19,"89,3",9850,"5,0",10,30,,3934,6320
HASA,LOMA CAMPANA,LC322,LLL-1826(h),76,"89,3",10917,"4,2",8,24,,4282,6210
HASA,NARAMBUENA,N4,N-35(h),25,"89,3",10950,"4,2",10,20,,4322,6060
HASA,LOMA CAMPANA,LC322,LLL-1825(h),53,"89,3",10959,"4,2",10,20,,5261,6188
HASA,LOMA CAMPANA,LC325,LLL-1866(h),78,"89,3",11017,"3,3",10,30,,3305,6042
HASA,LA AMARGA CHICA,LACH60-2,LACh-417(h),51,"89,3",11036,"4,2",10,30,FLUIDO,5403,6998
HASA,BANDURRIA SUR,LCAV21,LCav-802(h),17,"89,3",11038,"5,8",10,30,FLUIDO,4542,6096
HASA,LOMA CAMPANA,LC339,LLL-1990(h),35,"89,3",11165,"3,3",10,30,,4353,6575
HASA,BANDURRIA SUR,LCAV59-1,LCav-725(h),13,"89,3",10854,"5,8",10,20,,5487,6302
HASA,NARAMBUENA,N4,N-38(h),59,"89,4",10310,"2,5",10,20,,3292,4431
HASA,LOMA CAMPANA,LC322,LLL-1826(h),95,"89,4",10107,"3,3",8,24,,3522,7793
HASA,NARAMBUENA,N4,N-37(h),45,"89,4",10563,"2,5",10,20,,3168,5367
HASA,CHAÑAR GRANDE,CHG-1,ChG.x-2(h),17,"89,4",10710,"5,0",10,30,,4082,6294
HASA,CHAÑAR GRANDE,CHG-1,ChG.x-1(h),14,"89,4",10810,"5,0",10,30,,4234,6385
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),17,"89,4",10922,"3,3",10,30,,5602,5742
HASA,LOMA CAMPANA,LC339,LLL-1990(h),38,"89,4",10954,"2,5",3,9,,4149,6265
HASA,BAJO DEL TORO,BDTN7,BdTN-286(h),43,"89,4",10991,"3,3",10,30,,4161,6220
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),23,"89,4",11007,"4,2",10,30,,5242,5994
HASA,LOMA CAMPANA,LC322,LLL-1829(h),42,"89,4",11017,"5,0",12,36,,5482,6295
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),32,"89,4",11040,"2,5",10,30,,5322,6239
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),56,"89,4",11110,"2,5",10,30,,4844,6824
HASA,LA AMARGA CHICA,LACH177,LACh-710(h),6,"89,4",10857,"5,0",8,24,,7016,5509
HASA,LA ANGOSTURA SUR,LAJE29,LajE-95(h),4,"89,5",10895,"3,3",8,24,,6596,6246
HASA,AGUADA DEL CHAÑAR,ADCH57,AdCh-1256(h),6,"89,5",9730,"3,3",12,36,,5180,5395
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),61,"89,5",10415,"9,2",12,24,,4166,6320
HASA,LA AMARGA CHICA,LACH105,LACh-389(h),10,"89,5",10650,"3,3",10,20,,5812,5996
HASA,LA AMARGA CHICA,LACH112,LACh-427(h),30,"89,5",10792,"4,2",10,30,,5504,6337
HASA,LA AMARGA CHICA,LACH105,LACh-388(h),7,"89,5",10850,"2,5",10,20,,5952,5664
HASA,LA AMARGA CHICA,LACH135,LACh-532(h),37,"89,5",10990,"3,3",10,30,,4128,6337
HASA,LA ANGOSTURA SUR,LAJE29,LajE-95(h),7,"89,5",11005,"3,3",12,24,,6452,6086
HASA,LA AMARGA CHICA,LACH135,LACh-532(h),33,"89,5",11020,"3,3",10,30,,4368,6195
HASA,BANDURRIA SUR,LCAV75,LCav-886(h),6,"89,5",11050,"3,3",10,30,,5318,6012
HASA,LOMA CAMPANA,LC276-2,LLL-1816(h),15,"89,5",11050,"3,3",10,30,,5779,6282
HASA,LA ANGOSTURA SUR,LAJE29,LajE-96(h),4,"89,6",10756,"3,3",8,24,,6529,6039
HASA,LOMA CAMPANA,LC322,LLL-1826(h),52,"89,6",10976,"5,8",8,24,,5242,6109
HASA,LOMA CAMPANA,LC339,LLL-1989(h),32,"89,6",11014,"3,3",12,36,,4891,6739
HASA,LA AMARGA CHICA,LACH112,LACh-425(h),60,"89,7",9720,"2,5",12,24,,3934,6478
HASA,LOMA CAMPANA,LC322,LLL-1826(h),55,"89,7",10398,"4,2",8,24,,5122,6307
HASA,LOMA CAMPANA,LC339,LLL-1990(h),27,"89,7",10582,"3,3",10,30,,4833,6791
HASA,CHAÑAR GRANDE,CHG-1,ChG.x-2(h),15,"89,7",10940,"5,0",10,30,,4202,6223
HASA,LOMA CAMPANA,LC325,LLL-1865(h),78,"89,7",10954,"4,2",11,33,,3253,6081
HASA,LA AMARGA CHICA,LACH67,LACh-206(h),11,"89,8",10409,"4,2",12,24,,4832,6084
HASA,LA AMARGA CHICA,LACH60-2,LACh-417(h),90,"89,8",9570,"2,5",10,30,,3453,6413
HASA,AGUADA DEL CHAÑAR,ADCH34,AdCh-1180(h),9,"89,8",10860,"3,3",10,30,,5418,5162
HASA,BANDURRIA SUR,LCAV12-1,LCav-415(h),12,"89,8",11027,"2,5",12,24,,4162,5888
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),59,"89,8",10865,"3,3",12,24,,4286,6246
HASA,LA AMARGA CHICA,LACH135,LACh-533(h),36,"89,9",10758,"3,3",10,30,,4263,6259
HASA,LA AMARGA CHICA,LACH135,LACh-533(h),28,"89,9",10830,"4,2",10,30,,4743,6892
HASA,LOMA CAMPANA,LC339,LLL-1992(h),38,"89,9",10942,"2,5",12,36,,3732,6819
HASA,LA AMARGA CHICA,LACH105,LACh-390(h),2,"89,9",10988,"5,8",10,30,FLUIDO,6123,5681
HASA,LA AMARGA CHICA,LACH83,LACh-274(h),28,"89,9",10349,"3,3",10,30,,4914,5960
HASA,LOMA CAMPANA,LC319,LLL-1785(h),45,"90,0",10967,"1,7",10,30,,4253,6735
HASA,LA AMARGA CHICA,LACH135,LACh-531(h),47,"90,0",9432,"2,5",12,36,,3182,6283
HASA,NARAMBUENA,N4,N-37(h),50,"90,0",9467,"2,5",11,22,,2868,5323
HASA,BANDURRIA SUR,LCAV132,LCav-137(h),41,"90,0",9600,"2,5",10,30,,3990,6228
HASA,BAJO DEL TORO,BDTN7,BdTN-293(h),49,"90,0",9800,"2,5",10,30,,3446,5743
HASA,LA AMARGA CHICA,LACH105,LACh-388(h),36,"90,0",9812,"2,5",10,20,,4243,5570
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),44,"90,0",9860,"3,3",10,30,,3982,6025
HASA,LA AMARGA CHICA,LACH149,LACh-592(h),1,"90,0",10020,"5,8",10,30,,5549,5627
HASA,BANDURRIA SUR,LCAV12-1,LCav-413(h),30,"90,0",10030,"1,7",12,24,,3132,6233
HASA,LA AMARGA CHICA,LACH67,LACh-206(h),24,"90,0",10110,"3,3",12,24,,4052,6190
HASA,LOMA CAMPANA,LC319,LLL-1785(h),27,"90,0",10134,"4,2",12,24,,5333,6685
HASA,LOMA CAMPANA,LC319,LLL-1786(h),29,"90,0",10146,"3,3",12,36,,4944,6598
HASA,NARAMBUENA,N4,N-38(h),10,"90,0",10157,"3,3",10,30,,6271,4420
HASA,LOMA CAMPANA,LC322,LLL-1828(h),72,"90,0",10276,"2,5",10,20,,3614,6549
HASA,LOMA CAMPANA,LC319,LLL-1785(h),49,"90,0",10366,"1,7",10,30,,4013,6786
HASA,BANDURRIA SUR,LCAV21,LCav-800(h),13,"90,0",10390,"4,2",10,30,FLUIDO,4842,5927
HASA,BANDURRIA SUR,LCAV75,LCav-888(h),2,"90,0",10405,"4,2",12,24,,5395,5992
HASA,NARAMBUENA,N4,N-35(h),35,"90,0",10468,"5,8",10,20,FLUIDO,3722,6123
HASA,LA AMARGA CHICA,LACH105,LACh-391(h),28,"90,0",10490,"2,5",10,20,,4338,5702
HASA,LOMA CAMPANA,LC276-2,LLL-1816(h),18,"90,0",10545,"2,5",10,30,,5599,6343
HASA,NARAMBUENA,N4,N-36(h),42,"90,0",10577,"2,5",10,20,,3689,5386
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),76,"90,0",10591,"2,5",10,30,,3775,6658
HASA,LOMA CAMPANA,LC319,LLL-1786(h),20,"90,0",10600,"4,2",12,24,,5498,6779
HASA,LA AMARGA CHICA,LACH104,LACh-477(h),19,"90,0",10625,"4,2",10,30,,5563,5948
HASA,BANDURRIA SUR,LCAV21,LCav-802(h),7,"90,0",10626,"7,5",10,30,FLUIDO,5142,6494
HASA,LOMA CAMPANA,LC322,LLL-1826(h),89,"90,0",10640,"3,3",8,24,,3762,6498
HASA,NARAMBUENA,N4,N-35(h),12,"90,0",10711,"4,2",10,30,,5102,6340
HASA,LOMA CAMPANA,LC339,LLL-1989(h),55,"90,0",10717,"3,3",12,36,,3501,6666
HASA,LA AMARGA CHICA,LACH83,LACh-274(h),21,"90,0",10720,"4,2",10,30,,5334,5878
HASA,LA AMARGA CHICA,LACH104,LACh-477(h),35,"90,0",10735,"3,3",10,30,,4603,6123
HASA,LA ANGOSTURA SUR,LAJE29,LajE-94(h),5,"90,0",10745,"3,3",8,24,,6598,5937
HASA,NARAMBUENA,N4,N-36(h),7,"90,0",10751,"4,2",10,30,,5474,5857
HASA,LOMA CAMPANA,LC319,LLL-1783(h),42,"90,0",10770,"3,3",12,24,,5047,6585
HASA,BANDURRIA SUR,LCAV132,LCav-137(h),10,"90,0",10775,"2,5",10,30,,5540,6281
HASA,LOMA CAMPANA,LC319,LLL-1786(h),55,"90,0",10788,"3,3",12,24,FLUIDO,3384,6736
HASA,BAJO DEL TORO,BDTN7,BdTN-285(h),13,"90,0",10800,"3,3",10,30,,5594,6156
HASA,NARAMBUENA,N4,N-36(h),16,"90,0",10814,"2,5",10,20,,5014,5770
HASA,LOMA CAMPANA,LC322,LLL-1826(h),51,"90,0",10831,"5,0",8,24,,5282,6370
HASA,LOMA CAMPANA,LC322,LLL-1825(h),61,"90,0",10834,"3,3",10,20,,4871,6225
HASA,LA AMARGA CHICA,LACH104,LACh-479(h),36,"90,0",10840,"3,3",10,30,,4336,5785
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),24,"90,0",10850,"3,3",10,30,,5067,5913
HASA,LOMA CAMPANA,LC319,LLL-1783(h),35,"90,0",10850,"3,3",12,24,,5467,6693
HASA,LOMA CAMPANA,LC322,LLL-1828(h),74,"90,0",10853,"3,3",10,20,,3514,7092
HASA,LOMA CAMPANA,LC322,LLL-1825(h),65,"90,0",10862,"3,3",10,20,,4671,6353
HASA,LA ANGOSTURA SUR,LAJE29,LajE-107(h),12,"90,0",10879,"3,3",12,24,,6321,6259
HASA,NARAMBUENA,N4,N-38(h),6,"90,0",10883,"5,0",8,24,,6463,4500
HASA,LOMA CAMPANA,LC322,LLL-1825(h),38,"90,0",10892,"5,8",10,20,,6055,6188
HASA,LA ANGOSTURA SUR,LAJE29,LajE-107(h),14,"90,0",10898,"3,3",12,24,,6201,6027
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),23,"90,0",10900,"3,3",10,30,,5127,5925
HASA,LOMA CAMPANA,LC322,LLL-1829(h),35,"90,0",10905,"5,8",10,20,,5876,6250
HASA,LOMA CAMPANA,LC325,LLL-1864(h),61,"90,0",10910,"3,3",12,36,,4868,5716
HASA,LA AMARGA CHICA,LACH105,LACh-389(h),12,"90,0",10911,"2,5",10,20,,5692,5950
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),27,"90,0",10914,"3,3",10,30,,5002,6121
HASA,BANDURRIA SUR,LCAV21,LCav-802(h),6,"90,0",10925,"7,5",10,30,FLUIDO,5202,6179
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),6,"90,0",10927,"3,3",10,30,,6147,5956
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),7,"90,0",10930,"3,3",10,30,,6087,5772
HASA,LOMA CAMPANA,LC325,LLL-1865(h),72,"90,0",10939,"4,2",10,30,FLUIDO,3637,6430
HASA,BAJO DEL TORO,BDTN7,BdTN-285(h),22,"90,0",10940,"3,3",10,30,,5054,5905
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),42,"90,0",10940,"2,5",10,30,,4822,5962
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),61,"90,0",10941,"2,5",10,30,,4525,6738
HASA,LOMA CAMPANA,LC322,LLL-1825(h),49,"90,0",10949,"5,8",10,20,,5471,6210
HASA,LOMA CAMPANA,LC319,LLL-1783(h),49,"90,0",10950,"1,7",12,24,,4627,6625
HASA,LOMA CAMPANA,LC325,LLL-1864(h),45,"90,0",10950,"5,8",10,30,,5698,6003
HASA,BANDURRIA SUR,LCAV12-1,LCav-414(h),9,"90,0",10960,"3,3",12,24,,4470,5922
HASA,BANDURRIA SUR,LCAV102,LCav-165(h),6,"90,0",10962,"3,3",10,30,,6420,6117
HASA,LOMA CAMPANA,LC276-2,LLL-1816(h),44,"90,0",10966,"2,5",10,30,,4039,8435
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),33,"90,0",10971,"2,5",10,30,,5272,6260
HASA,LA AMARGA CHICA,LACH135,LACh-532(h),34,"90,0",10980,"3,3",10,30,,4308,6268
HASA,LOMA CAMPANA,LC319,LLL-1785(h),19,"90,0",10983,"3,3",10,30,,5813,6856
HASA,LOMA CAMPANA,LC325,LLL-1865(h),59,"90,0",10992,"4,2",10,30,,4417,5690
HASA,LOMA CAMPANA,LC276-2,LLL-1816(h),43,"90,0",10993,"2,5",10,30,FLUIDO,4099,6895
HASA,LOMA CAMPANA,LC325,LLL-1864(h),25,"90,0",10997,"5,8",10,30,,6726,6111
HASA,LOMA CAMPANA,LC322,LLL-1825(h),73,"90,0",11000,"4,2",10,20,,4271,6217
HASA,LA AMARGA CHICA,LACH105,LACh-390(h),23,"90,0",11007,"2,5",10,20,,4653,5741
HASA,LOMA CAMPANA,LC322,LLL-1827(h),42,"90,0",11007,"5,0",12,24,,5228,6223
HASA,LOMA CAMPANA,LC325,LLL-1865(h),58,"90,0",11007,"4,2",10,30,FLUIDO,4477,5760
HASA,LOMA CAMPANA,LC325,LLL-1862(h),80,"90,0",11010,"3,3",12,36,,4128,6122
HASA,LOMA CAMPANA,LC322,LLL-1829(h),37,"90,0",11015,"5,8",10,20,,5776,6240
HASA,BANDURRIA SUR,LCAV102,LCav-165(h),8,"90,0",11020,"4,2",10,30,,6300,5983
HASA,BANDURRIA SUR,LCAV12-1,LCav-415(h),8,"90,0",11020,"4,2",12,24,,4402,5998
HASA,BAJO DEL TORO,BDTN7,BdTN-286(h),41,"90,0",11021,"3,3",10,30,,4281,6362
HASA,LA AMARGA CHICA,LACH105,LACh-817(h),23,"90,0",11023,"2,5",10,20,,4594,5615
HASA,LOMA CAMPANA,LC322,LLL-1828(h),45,"90,0",11026,"5,8",10,20,,5170,6175
HASA,LA AMARGA CHICA,LACH105,LACh-388(h),25,"90,0",11028,"3,3",10,20,,4903,5607
HASA,BANDURRIA SUR,LCAV102,LCav-167(h),16,"90,0",11030,"4,2",10,30,,5817,6136
HASA,BAJO DEL TORO,BDTN7,BdTN-285(h),2,"90,0",11032,"6,7",10,30,FLUIDO,6254,6254
HASA,LA AMARGA CHICA,LACH105,LACh-817(h),24,"90,0",11033,"2,5",10,20,,4524,5564
HASA,LOMA CAMPANA,LC322,LLL-1826(h),42,"90,0",11034,"5,8",8,24,FLUIDO,5642,6238
HASA,AGUADA DEL CHAÑAR,ADCH34,AdCh-1267(h),3,"90,0",11050,"5,0",10,30,,6023,5534
HASA,LA AMARGA CHICA,LACH60-2,LACh-417(h),64,"90,0",11050,"2,5",10,30,,4753,6917
HASA,BANDURRIA SUR,LCAV75,LCav-885(h),5,"90,0",11050,"3,3",10,20,,5709,6040
HASA,LA AMARGA CHICA,LACH112,LACh-426(h),13,"90,0",11063,"3,3",10,30,,6483,6361
HASA,LOMA CAMPANA,LC339,LLL-1990(h),36,"90,0",11066,"2,5",10,30,,4293,6698
HASA,LOMA CAMPANA,LC276-2,LLL-1816(h),2,"90,0",11067,"5,0",10,30,FLUIDO,6595,6171
HASA,LA AMARGA CHICA,LACH112,LACh-424(h),14,"90,0",11090,"5,0",12,24,,6324,6365
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),61,"90,0",11100,"2,5",10,30,,4594,6684
HASA,LA AMARGA CHICA,LACH112,LACh-424(h),19,"90,0",11106,"5,8",12,24,,6024,6345
HASA,LOMA CAMPANA,LC339,LLL-1992(h),26,"90,0",11112,"4,2",12,36,,4452,6896
HASA,LA AMARGA CHICA,LACH83,LACh-274(h),20,"90,1",10890,"4,2",10,30,,5394,5831
HASA,LOMA CAMPANA,LC322,LLL-1826(h),74,"90,1",10802,"4,2",8,24,FLUIDO,4362,6280
HASA,BANDURRIA SUR,LCAV59-1,LCav-727(h),5,"90,1",10873,"2,5",10,20,,5812,6628
HASA,LA AMARGA CHICA,LACH149,LACh-595(h),3,"90,1",10402,"3,3",10,30,,5667,5263
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),14,"90,1",10999,"3,3",10,30,,5667,6001
HASA,LA AMARGA CHICA,LACH177,LACh-710(h),8,"90,2",10843,"5,8",8,24,,6920,5684
HASA,LA AMARGA CHICA,LACH177,LACh-705(h),7,"90,2",10848,"5,0",8,24,,6932,5572
HASA,LA AMARGA CHICA,LACH83,LACh-274(h),19,"90,2",10904,"4,2",10,30,,5454,5841
HASA,BANDURRIA SUR,LCAV132,LCav-1000(h),18,"90,2",10729,"2,5",12,24,,4971,6144
HASA,NARAMBUENA,N4,N-36(h),27,"90,2",10808,"2,5",10,20,,4474,5570
HASA,LA AMARGA CHICA,LACH177,LACh-704(h),12,"90,2",10966,"5,0",8,24,,6748,5628
HASA,LOMA CAMPANA,LC325,LLL-1861(h),66,"90,2",8595,"2,5",10,30,,4974,5960
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),65,"90,2",9736,"3,3",12,24,,3926,6383
HASA,BANDURRIA SUR,LCAV132,LCav-679(h),6,"90,2",10140,"2,5",10,30,,5624,6087
HASA,LOMA CAMPANA,LC339,LLL-1989(h),53,"90,2",10519,"3,3",12,36,,3621,6730
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),71,"90,2",10650,"2,5",12,24,,3566,6365
HASA,LOMA CAMPANA,LC322,LLL-1827(h),59,"90,2",10679,"4,2",10,20,,4346,6396
HASA,LA AMARGA CHICA,LACH105,LACh-817(h),12,"90,2",10722,"2,5",10,20,,5364,5645
HASA,LA AMARGA CHICA,LACH105,LACh-388(h),22,"90,2",11016,"3,3",10,20,,5083,5765
HASA,LOMA CAMPANA,LC339,LLL-1990(h),48,"90,2",11089,"3,3",10,30,,3555,6626
HASA,LOMA CAMPANA,LC339,LLL-1990(h),26,"90,2",11104,"2,5",10,30,,4893,6829
HASA,AGUADA DEL CHAÑAR,ADCH57,AdCh-1257(h),3,"90,2",10491,"3,3",12,36,,5366,5151
HASA,LA AMARGA CHICA,LACH94,LACh-333(h),15,"90,3",9013,"2,5",10,30,,4281,5648
HASA,LA AMARGA CHICA,LACH149,LACh-596(h),10,"90,3",9963,"3,3",12,36,,5282,5552
HASA,BANDURRIA SUR,LCAV132,LCav-679(h),8,"90,3",9994,"2,5",10,30,,5524,5998
HASA,LOMA CAMPANA,LC319,LLL-1783(h),63,"90,3",10085,"1,7",12,24,,3787,6548
HASA,AGUADA DEL CHAÑAR,ADCH57,AdCh-1258(h),5,"90,3",10090,"3,3",12,36,,5274,5243
HASA,BAJO DEL TORO,BDTN7,BdTN-286(h),44,"90,3",10766,"3,3",10,30,,4101,6270
