CIA,Bloque,PAD,POZO,ETAPA,CAUDAL PROMEDIO(BPM),PRESION PROMEDIO (PSI),CFR,CLUSTER,DISPAROS,MPA I,TAPON (MTS),ISIP POST
SLB,LA ANGOSTURA SUR,LAJE25,LajE-91(h),7,"87,8",10975,"4,2",10,30,,6473,5667
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1045(h),4,"87,8",10856,"4,2",10,30,,5824,6355
SLB,BANDURRIA SUR,LCAV193,LCav-225(h)(I),17,"87,8",9911,"4,2",10,30,,5314,6626
SLB,BANDURRIA SUR,LCAV138,LCav-198(h),15,"87,8",9315,"5,0",10,30,,4273,6339
SLB,LA ANGOSTURA SUR,LAJE25,LajE-92(h),6,"87,8",11074,"4,2",10,30,,6504,5494
SLB,LOMA CAMPANA,LC335,SOil-478(h),39,"87,8",11065,"2,5",12,24,,5792,7034
SLB,BANDURRIA SUR,LCAV138,LCav-197(h),22,"87,8",9584,"4,2",10,30,,3991,6556
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1048(h),14,"87,9",9271,"4,2",10,30,,4628,5800
SLB,LOMA CAMPANA,LC343,LLL-2021(h),25,"87,9",11251,"4,2",10,30,,5424,6890
SLB,LA AMARGA CHICA,LACH176,LACh-702(h),20,"87,9",9299,"3,3",10,30,,4876,5931
SLB,LA AMARGA CHICA,LACH176,LACh-700(h),28,"87,9",9597,"3,3",12,36,,4392,5880
SLB,LA ANGOSTURA SUR,LAJE14,LajE-54(h),8,"87,9",10914,"4,2",10,30,,5918,5870
SLB,BANDURRIA SUR,LCAV138,LCav-197(h),19,"87,9",9623,"5,0",10,30,,4171,6330
SLB,LOMA CAMPANA,LC223,LLL-1458(h),33,"87,9",11175,"4,2",10,30,,5813,6220
SLB,BANDURRIA SUR,LCAV171,LCav-743(h),29,"87,9",9932,"3,3",12,24,,4438,6562
SLB,AGUADA DEL CHAÑAR,ADCH1-2,AdCh-1006(h),14,"87,9",10998,"5,8",12,24,FLUIDO,4846,5578
SLB,BANDURRIA SUR,LCAV193,LCav-849(h),23,"87,9",10555,"4,2",10,30,,4726,6689
SLB,LA ANGOSTURA SUR,LAJE40,LajE-145(h),49,"87,9",11060,"4,2",10,30,FLUIDO,4318,5083
SLB,LOMA CAMPANA,LC333,LLL-1909(h),18,"88,0",9329,"4,2",10,30,,4620,6338
SLB,BANDURRIA SUR,LCAV193,LCav-224(h),16,"88,0",9788,"5,0",10,30,,5124,6190
SLB,LA AMARGA CHICA,LACH120,LACh-457(h),49,"88,0",11131,"4,2",10,30,,5658,6683
SLB,LA ANGOSTURA SUR,LAJE40,LajE-147(h),25,"88,0",11139,"4,2",10,30,,5157,5065
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-552(h),42,"88,0",10953,"5,0",10,30,,4559,6903
SLB,BANDURRIA SUR,LCAV171,LCav-747(h),15,"88,0",10437,"1,7",10,20,,5097,6711
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-552(h),50,"88,0",10637,"7,5",5,15,,4159,6814
SLB,LOMA CAMPANA,LC330,LLL-1965(h),14,"88,0",10696,"4,2",12,24,,5653,5762
SLB,LA ANGOSTURA SUR,LAJE15,LajE-57(h),18,"88,0",10745,"4,2",12,24,,5475,6254
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-552(h),47,"88,0",10832,"5,8",10,30,,4309,6875
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-551(h),57,"88,0",10872,"6,7",10,30,,4315,6955
SLB,ENTRE LAGOS,ELG1,ELg-33(h),23,"88,0",10881,"4,2",10,20,,5593,6364
SLB,LA ANGOSTURA SUR,LAJE15,LajE-66(h),1,"88,0",10901,"7,5",8,24,,5859,5884
SLB,LOMA CAMPANA,LC223,LLL-1458(h),74,"88,0",10907,"5,0",8,16,,3331,6890
SLB,ENTRE LAGOS,ELG1,ELg-33(h),21,"88,0",10946,"4,2",10,20,,5693,6260
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-553(h),39,"88,0",10946,"5,8",10,30,,4670,6704
SLB,LA ANGOSTURA SUR,LAJE15,LajE-67(h),6,"88,0",10988,"5,0",8,24,,6565,6033
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-553(h),35,"88,0",10997,"6,7",10,30,,4870,6236
SLB,LA ANGOSTURA SUR,LAJE12,LajE-154(h),18,"88,0",11007,"4,2",10,20,,4952,5410
SLB,LA ANGOSTURA SUR,LAJE15,LajE-57(h),12,"88,0",11057,"4,2",12,24,,5835,6049
SLB,LA AMARGA CHICA,LACH257,LACh-1030(h),19,"88,0",11090,"4,2",10,30,,6180,6243
SLB,LA AMARGA CHICA,LACH115,LACh-436(h),4,"88,0",11095,"4,2",10,20,,6011,6999
SLB,LA AMARGA CHICA,LACH257,LACh-1031(h),18,"88,0",11124,"4,2",8,24,,6485,6690
SLB,LOMA CAMPANA,LC223,LLL-1461(h),58,"88,0",11151,"6,7",10,30,FLUIDO,4486,6170
SLB,ENTRE LAGOS,ELG1,ELg-34(h),57,"88,0",11158,"4,2",12,24,,3822,6743
SLB,LA ANGOSTURA SUR,LAJE15,LajE-57(h),11,"88,0",11263,"5,0",8,24,,5875,6456
SLB,LA ANGOSTURA SUR,LAJE14,LajE-186(h),21,"88,0",9412,"4,2",10,30,,4374,5165
SLB,LOMA CAMPANA,LC223,LLL-1699(h),50,"88,0",11162,"4,2",12,24,,5141,6378
SLB,LA ANGOSTURA SUR,LAJE45,LajE-164(h),6,"88,0",10997,"4,2",10,30,,5428,5478
SLB,LOMA CAMPANA,LC325,LLL-1863(h),35,"88,0",11084,"4,2",10,30,,5954,5809
SLB,LOMA CAMPANA,LC223,LLL-1459(h),41,"88,0",11112,"4,2",10,30,,5827,6135
SLB,BANDURRIA SUR,LCAV193,LCav-224(h),15,"88,0",9632,"4,2",10,30,,5184,6245
SLB,BANDURRIA SUR,LCAV138,LCav-196(h),13,"88,1",9931,"5,0",10,30,,4848,6353
SLB,LA ANGOSTURA SUR,LAJE25,LajE-102(h),5,"88,1",11265,"4,2",10,20,,6531,5607
SLB,ENTRE LAGOS,ELG4,ELg-101(h),19,"88,1",11155,"4,2",10,20,,6436,6321
SLB,ENTRE LAGOS,ELG4,ELg-31(h),18,"88,2",11037,"5,0",10,20,,4840,6767
SLB,BANDURRIA SUR,LCAV193,LCav-225(h)(I),16,"88,2",10181,"5,0",10,30,,5364,6570
SLB,LA ANGOSTURA SUR,LAJE56,LajE-61(h),3,"88,2",11079,"4,2",10,20,,6156,6104
SLB,BANDURRIA SUR,LCAV171,LCav-749(h),26,"88,2",9939,"3,3",10,20,,4561,6706
SLB,LA ANGOSTURA SUR,LAJE14,LajE-186(h),7,"88,2",9844,"4,2",10,30,,5354,5629
SLB,LOMA CAMPANA,LC223,LLL-1460(h),31,"88,2",11178,"4,2",10,30,,6192,6040
SLB,BANDURRIA SUR,LCAV193,LCav-850(h)(I),16,"88,2",10315,"4,2",10,30,,5380,6494
SLB,ENTRE LAGOS,ELG1,ELg-34(h),49,"88,2",11151,"4,2",12,24,,4302,7055
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1044(h),43,"88,2",8420,"3,3",10,30,,3586,5531
SLB,LA ANGOSTURA SUR,LAJE40,LajE-198(h)(I),15,"88,2",11153,"4,2",10,30,,6076,6062
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1046(h),3,"88,2",10889,"4,2",10,30,,5629,5850
SLB,BANDURRIA SUR,LCAV138,LCav-198(h),16,"88,3",9326,"5,0",10,30,,4213,6444
SLB,LA ANGOSTURA SUR,LAJE40,LajE-145(h),12,"88,3",11257,"5,8",10,30,FLUIDO,6369,5955
SLB,BANDURRIA SUR,LCAV138,LCav-197(h),21,"88,3",9663,"5,0",10,30,,4051,6380
SLB,LA ANGOSTURA SUR,LAJE14,LajE-185(h),15,"88,3",9439,"4,2",10,30,,5344,5234
SLB,BANDURRIA SUR,LCAV171,LCav-741(h),24,"88,3",9691,"3,3",10,20,,4846,6525
SLB,LA ANGOSTURA SUR,LAJE13,LajE-77(h),29,"88,3",10925,"4,2",12,24,,4980,6290
SLB,BANDURRIA SUR,LCAV193,LCav-849(h),13,"88,3",10805,"4,2",10,30,,5320,6645
SLB,LA ANGOSTURA SUR,LAJE15,LajE-57(h),2,"88,3",10961,"6,7",8,24,,6234,6355
SLB,LA AMARGA CHICA,LACH176,LACh-702(h),3,"88,3",9878,"4,2",10,30,,5896,5790
SLB,LA AMARGA CHICA,LACH120,LACh-456(h),5,"88,3",11030,"4,2",10,30,,5590,6538
SLB,LOMA CAMPANA,LC325,LLL-1863(h),15,"88,3",10985,"4,2",8,24,,6926,5720
SLB,LA ANGOSTURA SUR,LAJE45,LajE-166(h),13,"88,4",11009,"4,2",10,30,,5199,6062
SLB,AGUADA DEL CHAÑAR,ADCH38,AdCh-1196(h),12,"88,4",10954,"4,2",12,24,,5356,5920
SLB,LA ANGOSTURA SUR,LAJE40,LajE-197(h),13,"88,4",11161,"5,8",10,30,FLUIDO,6198,6725
SLB,LA ANGOSTURA SUR,LAJE14,LajE-185(h),40,"88,4",8522,"4,2",10,30,,3594,5386
SLB,LA ANGOSTURA SUR,LAJE45,LajE-190(h),3,"88,4",10894,"4,2",10,30,,5488,5862
SLB,AGUADA DEL CHAÑAR,ADCH38,AdCh-1197(h),15,"88,4",11011,"4,2",12,24,,5330,6272
SLB,BANDURRIA SUR,LCAV138,LCav-195(h),20,"88,4",10062,"5,0",10,30,,4645,6545
SLB,BANDURRIA SUR,LCAV138,LCav-197(h),9,"88,4",9952,"5,0",10,30,,4771,6362
SLB,AGUADA DEL CHAÑAR,ADCH38,AdCh-1197(h),4,"88,4",10997,"4,2",10,30,,5990,5270
SLB,LA ANGOSTURA SUR,LAJE40,LajE-147(h),39,"88,4",10159,"4,2",10,30,,4317,5748
SLB,LA ANGOSTURA SUR,LAJE13,LajE-168(h),13,"88,4",11000,"5,0",12,24,,5720,6102
SLB,LOMA CAMPANA,LC325,LLL-1863(h),46,"88,4",11036,"4,2",10,30,,5300,5873
SLB,LA ANGOSTURA SUR,LAJE14,LajE-54(h),18,"88,4",9989,"4,2",10,30,,5218,5614
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1046(h),10,"88,5",10439,"4,2",10,30,,5209,6533
SLB,LA AMARGA CHICA,LACH120,LACh-816(h),79,"88,5",11113,"4,2",10,30,,3906,6741
SLB,LA ANGOSTURA SUR,LAJE13,LajE-168(h),18,"88,5",11050,"4,2",12,24,,5420,6203
SLB,ENTRE LAGOS,ELG1,ELg-19(h),43,"88,5",11010,"5,0",10,20,,4577,6145
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),25,"88,5",11168,"5,8",10,30,FLUIDO,4513,6391
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),27,"88,5",10966,"6,7",10,30,FLUIDO,4393,6999
SLB,LA ANGOSTURA SUR,LAJE25,LajE-93(h),6,"88,5",10961,"4,2",10,30,,6465,5411
SLB,LA AMARGA CHICA,LACH176,LACh-701(h),25,"88,5",9174,"3,3",12,36,,4522,5911
SLB,LOMA CAMPANA,LC223,LLL-1459(h),38,"88,5",11138,"4,2",10,30,,5977,6075
SLB,LA ANGOSTURA SUR,LAJE14,LajE-53(h),10,"88,5",10324,"4,2",10,30,,5702,4666
SLB,LA ANGOSTURA SUR,LAJE13,LajE-78(h),15,"88,6",11181,"3,3",12,24,,5620,5710
SLB,LOMA CAMPANA,LC333,LLL-1910(h),18,"88,6",9685,"4,2",10,30,,4583,6260
SLB,BANDURRIA SUR,LCAV193,LCav-225(h)(I),2,"88,6",10941,"7,5",10,30,FLUIDO,6064,6780
SLB,LA ANGOSTURA SUR,LAJE40,LajE-145(h),19,"88,6",11185,"4,2",10,30,FLUIDO,6019,6668
SLB,LA ANGOSTURA SUR,LAJE40,LajE-144(h),9,"88,6",11092,"5,0",10,30,FLUIDO,5135,6517
SLB,LOMA CAMPANA,LC325,LLL-1866(h),33,"88,6",10949,"4,2",10,30,,6005,5594
SLB,LA ANGOSTURA SUR,LAJE40,LajE-197(h),17,"88,6",11160,"5,0",10,30,,5958,5995
SLB,LOMA CAMPANA,LC335,SOil-473(h),36,"88,6",11204,"4,2",10,30,,6074,6672
SLB,LOMA CAMPANA,LC335,SOil-478(h),43,"88,6",11100,"3,3",12,24,,5552,6840
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),38,"88,6",10656,"4,2",10,30,FLUIDO,3733,6566
SLB,LOMA CAMPANA,LC333,LLL-1909(h),22,"88,6",9872,"4,2",10,30,,4386,6280
SLB,LA ANGOSTURA SUR,LAJE45,LajE-189(h),2,"88,6",10688,"3,3",10,30,,5462,6040
SLB,AGUADA DEL CHAÑAR,ADCH38,AdCh-1195(h),8,"88,6",11124,"4,2",10,30,,5802,5060
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1044(h),10,"88,6",11087,"4,2",10,30,,5566,6105
SLB,BANDURRIA SUR,LCAV138,LCav-198(h),21,"88,7",9426,"5,0",10,30,,3913,6578
SLB,LA ANGOSTURA SUR,LAJE14,LajE-185(h),34,"88,7",8784,"4,2",10,30,,4014,5120
SLB,ENTRE LAGOS,ELG1,ELg-19(h),13,"88,7",11206,"5,0",8,24,FLUIDO,6048,6420
SLB,AGUADA DEL CHAÑAR,ADCH38,AdCh-1197(h),3,"88,7",10948,"5,0",8,24,,6044,5432
SLB,BANDURRIA SUR,LCAV193,LCav-848(h),5,"88,7",10612,"4,2",10,30,,5800,6653
SLB,LA ANGOSTURA SUR,LAJE14,LajE-51(h),3,"88,8",10277,"4,2",10,30,,6194,5018
SLB,LA ANGOSTURA SUR,LAJE14,LajE-54(h),35,"88,8",8749,"4,2",10,30,,4028,5560
SLB,LA ANGOSTURA SUR,LAJE25,LajE-103(h),4,"88,8",10996,"4,2",10,30,,6666,5454
SLB,LA AMARGA CHICA,LACH120,LACh-457(h),63,"88,8",11123,"4,2",10,30,,4958,6871
SLB,LA ANGOSTURA SUR,LAJE40,LajE-146(h),19,"88,8",11196,"5,0",10,30,FLUIDO,5727,5544
SLB,LA AMARGA CHICA,LACH176,LACh-699(h),1,"88,8",10418,"5,0",10,30,,5974,5100
SLB,LOMA CAMPANA,LC223,LLL-1458(h),28,"88,8",11074,"4,2",10,30,,6113,6123
SLB,LA ANGOSTURA SUR,LAJE45,LajE-166(h),15,"88,8",10838,"4,2",10,30,,5079,5974
SLB,LA ANGOSTURA SUR,LAJE56,LajE-193(h),42,"88,8",8934,"3,3",10,20,,4250,5824
SLB,LOMA CAMPANA,LC325,LLL-1863(h),42,"88,9",10954,"4,2",10,30,,5534,5812
SLB,LA AMARGA CHICA,LACH120,LACh-459(h),63,"88,9",11140,"4,2",10,30,,4748,7083
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1047(h),11,"88,9",9724,"4,2",10,30,,5109,6311
SLB,LA ANGOSTURA SUR,LAJE45,LajE-167(h),66,"88,9",8346,"3,3",9,27,,3050,5990
SLB,BANDURRIA SUR,LCAV193,LCav-850(h)(I),47,"88,9",9497,"4,2",11,33,,3770,6635
SLB,BANDURRIA SUR,LCAV138,LCav-195(h),13,"88,9",9943,"5,0",10,30,,5065,6120
SLB,LA ANGOSTURA SUR,LAJE40,LajE-145(h),13,"88,9",11004,"5,8",10,30,,6319,5723
SLB,LOMA CAMPANA,LC325,LLL-1863(h),43,"88,9",10960,"4,2",10,30,,5474,5806
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-551(h),62,"89,0",10903,"5,0",10,30,FLUIDO,4065,6789
SLB,LA ANGOSTURA SUR,LAJE25,LajE-91(h),12,"89,0",11255,"4,2",10,30,,6173,5578
SLB,LOMA CAMPANA,LC343,LLL-2019(h),43,"89,0",10960,"5,0",10,30,,4685,7220
SLB,LA ANGOSTURA SUR,LAJE13,LajE-77(h),18,"89,0",11115,"4,2",12,24,,5640,6050
SLB,BANDURRIA SUR,LCAV193,LCav-850(h)(I),43,"89,0",9744,"4,2",11,33,,3990,6608
SLB,BANDURRIA SUR,LCAV138,LCav-195(h),15,"89,0",10016,"5,0",10,30,,4945,6228
SLB,LA AMARGA CHICA,LACH176,LACh-701(h),1,"89,0",10707,"5,0",10,30,,5961,5720
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-551(h),80,"89,0",10243,"4,2",11,33,,3160,6892
SLB,BANDURRIA SUR,LCAV171,LCav-747(h),17,"89,0",10285,"3,3",10,20,,4997,6800
SLB,ENTRE LAGOS,ELG1,ELg-19(h),33,"89,0",10537,"4,2",10,20,FLUIDO,5078,5791
SLB,LA AMARGA CHICA,LACH115,LACh-439(h),3,"89,0",10567,"4,2",10,20,,5803,6496
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-553(h),47,"89,0",10755,"5,8",10,30,,4270,6769
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-553(h),51,"89,0",10764,"6,7",10,30,,4070,6625
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-552(h),46,"89,0",10772,"5,0",10,30,,4359,6798
SLB,BARREAL GRANDE,BAG14,BaG-7(h),22,"89,0",10821,"3,3",10,30,,4685,6035
SLB,LA ANGOSTURA SUR,LAJE15,LajE-57(h),13,"89,0",10837,"4,2",12,24,,5775,6085
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-552(h),48,"89,0",10878,"6,7",10,30,,4259,6503
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-551(h),72,"89,0",10889,"5,0",10,30,FLUIDO,3565,6712
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-552(h),41,"89,0",10894,"6,7",10,30,,4609,6572
SLB,LOMA CAMPANA,LC223,LLL-1699(h),80,"89,0",10906,"5,0",6,18,,3341,6723
SLB,LOMA CAMPANA,LC330,LLL-1962(h),6,"89,0",10982,"4,2",8,24,,6176,5670
SLB,LA ANGOSTURA SUR,LAJE12,LajE-154(h),20,"89,0",11003,"4,2",10,20,,4852,5590
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-551(h),45,"89,0",11008,"6,7",10,30,,4915,6519
SLB,LA ANGOSTURA SUR,LAJE12,LajE-153(h),26,"89,0",11011,"4,2",10,20,,4448,5865
SLB,LA ANGOSTURA SUR,LAJE15,LajE-67(h),22,"89,0",11013,"4,2",12,24,,5798,5611
SLB,LA ANGOSTURA SUR,LAJE15,LajE-67(h),12,"89,0",11016,"7,5",8,24,,6277,5647
SLB,LOMA CAMPANA,LC223,LLL-1458(h),56,"89,0",11031,"3,3",12,24,,4433,6452
SLB,LOMA CAMPANA,LC330,LLL-1963(h),5,"89,0",11051,"5,0",8,24,,6198,5797
SLB,LA AMARGA CHICA,LACH257,LACh-1031(h),31,"89,0",11075,"4,2",10,30,,5765,6377
SLB,ENTRE LAGOS,ELG1,ELg-18(h),45,"89,0",11084,"4,2",12,24,,3730,6940
SLB,ENTRE LAGOS,ELG1,ELg-33(h),20,"89,0",11103,"3,3",10,20,,5743,6355
SLB,LA AMARGA CHICA,LACH257,LACh-1031(h),25,"89,0",11131,"4,2",10,30,,6125,6218
SLB,LA ANGOSTURA SUR,LAJE15,LajE-56(h),8,"89,0",11198,"4,2",8,24,,6032,6112
SLB,LA ANGOSTURA SUR,LAJE40,LajE-197(h),20,"89,0",11113,"5,0",10,30,FLUIDO,5778,5876
SLB,LA ANGOSTURA SUR,LAJE40,LajE-145(h),30,"89,0",11223,"4,2",10,30,FLUIDO,5458,6507
SLB,LOMA CAMPANA,LC343,LLL-2020(h),22,"89,0",11115,"4,2",10,30,,5646,7015
SLB,LA ANGOSTURA SUR,LAJE15,LajE-57(h),5,"89,0",10955,"4,2",8,24,,6114,6098
SLB,LA ANGOSTURA SUR,LAJE25,LajE-92(h),21,"89,0",11113,"4,2",10,20,,5604,5490
SLB,ENTRE LAGOS,ELG4,ELg-31(h),2,"89,0",10982,"6,7",10,30,FLUIDO,5640,6276
SLB,BANDURRIA SUR,LCAV193,LCav-848(h),12,"89,1",10662,"5,0",10,30,,5450,6688
SLB,BANDURRIA SUR,LCAV138,LCav-196(h),19,"89,1",10204,"5,0",10,30,,4488,6672
SLB,LA ANGOSTURA SUR,LAJE25,LajE-90(h),4,"89,1",11206,"4,2",10,30,,6568,5435
SLB,LA ANGOSTURA SUR,LAJE13,LajE-77(h),12,"89,1",11041,"4,2",8,24,,5952,6774
SLB,LA ANGOSTURA SUR,LAJE14,LajE-52(h),11,"89,1",10032,"4,2",10,30,,5644,5865
SLB,BANDURRIA SUR,LCAV138,LCav-197(h),25,"89,1",9714,"5,0",10,30,,3811,6565
SLB,LA ANGOSTURA SUR,LAJE40,LajE-197(h),19,"89,1",11182,"5,0",10,30,FLUIDO,5838,6237
SLB,LA AMARGA CHICA,LACH120,LACh-456(h),30,"89,1",11037,"4,2",10,30,,4340,6699
SLB,LOMA CAMPANA,LC343,LLL-2020(h),35,"89,1",11127,"4,2",10,30,,4996,6586
SLB,LA ANGOSTURA SUR,LAJE25,LajE-103(h),3,"89,1",11138,"4,2",10,30,,6736,5603
SLB,LA ANGOSTURA SUR,LAJE40,LajE-145(h),17,"89,1",11138,"4,2",10,30,,6119,6462
SLB,LA ANGOSTURA SUR,LAJE56,LajE-61(h),63,"89,1",10903,"2,5",10,20,,3155,6066
SLB,BANDURRIA SUR,LCAV171,LCav-749(h),22,"89,2",9960,"4,2",10,20,,4761,6643
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),23,"89,2",11009,"5,8",10,30,DIRTY SWEEP,4633,6570
SLB,LOMA CAMPANA,LC333,LLL-1909(h),1,"89,2",10924,"6,7",10,30,FLUIDO,5637,5900
SLB,LA AMARGA CHICA,LACH120,LACh-816(h),67,"89,2",11188,"4,2",10,30,,4506,7022
SLB,LA ANGOSTURA SUR,LAJE40,LajE-146(h),24,"89,2",11223,"5,0",10,30,,5427,6503
SLB,LA ANGOSTURA SUR,LAJE14,LajE-51(h),11,"89,2",10694,"4,2",10,30,,5634,4841
SLB,LA ANGOSTURA SUR,LAJE25,LajE-91(h),61,"89,2",9973,"3,3",10,20,,3233,5690
SLB,LA ANGOSTURA SUR,LAJE45,LajE-166(h),11,"89,2",10904,"4,2",10,30,,5319,6197
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1044(h),5,"89,2",11014,"4,2",10,30,,5866,6075
SLB,LA ANGOSTURA SUR,LAJE14,LajE-185(h),38,"89,2",8094,"4,2",10,30,,3734,5100
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1047(h),46,"89,2",8905,"3,3",10,30,,3359,5850
SLB,LA ANGOSTURA SUR,LAJE14,LajE-52(h),34,"89,3",8543,"4,2",10,30,,4020,5580
SLB,AGUADA DEL CHAÑAR,ADCH38,AdCh-1195(h),28,"89,3",11067,"4,2",12,24,,4602,6026
SLB,LOMA CAMPANA,LC325,LLL-1863(h),44,"89,3",11000,"4,2",10,30,,5414,5846
SLB,BANDURRIA SUR,LCAV171,LCav-743(h),24,"89,3",10297,"3,3",10,20,,4708,6874
SLB,BANDURRIA SUR,LCAV193,LCav-850(h)(I),12,"89,3",10495,"5,0",10,30,,5580,6680
SLB,BANDURRIA SUR,LCAV193,LCav-849(h),14,"89,3",10911,"4,2",10,30,,5260,6610
SLB,LOMA CAMPANA,LC343,LLL-2022(h),60,"89,3",11094,"4,2",10,30,,4434,6540
SLB,BANDURRIA SUR,LCAV193,LCav-224(h),4,"89,3",10659,"4,2",10,30,,5844,6370
SLB,AGUADA DEL CHAÑAR,ADCH38,AdCh-1196(h),15,"89,3",11015,"4,2",12,24,,5176,6240
SLB,LA ANGOSTURA SUR,LAJE14,LajE-53(h),11,"89,3",9787,"4,2",10,30,,5632,4954
SLB,LOMA CAMPANA,LC335,SOil-473(h),35,"89,3",11238,"3,3",8,24,,6122,6789
SLB,LA ANGOSTURA SUR,LAJE56,LajE-193(h),45,"89,3",9313,"3,3",10,20,,4100,5734
SLB,LA ANGOSTURA SUR,LAJE13,LajE-78(h),14,"89,3",11166,"4,2",12,24,,5680,6205
SLB,LOMA CAMPANA,LC325,LLL-1866(h),27,"89,3",10949,"4,2",8,24,,6293,5920
SLB,ENTRE LAGOS,ELG4,ELg-26(h),51,"89,3",11009,"5,0",10,20,,4652,6415
SLB,LA ANGOSTURA SUR,LAJE13,LajE-76(h),21,"89,4",11049,"4,2",12,24,,5438,5815
SLB,LA AMARGA CHICA,LACH120,LACh-458(h),84,"89,4",11074,"4,2",10,30,,3920,7489
SLB,LOMA CAMPANA,LC325,LLL-1863(h),34,"89,4",10885,"4,2",10,30,,6014,5705
SLB,LA ANGOSTURA SUR,LAJE25,LajE-92(h),23,"89,4",10734,"4,2",10,20,,5484,6085
SLB,LOMA CAMPANA,LC223,LLL-1459(h),53,"89,4",11085,"4,2",10,30,,5227,6222
SLB,BANDURRIA SUR,LCAV193,LCav-849(h),10,"89,4",10883,"4,2",10,30,,5500,6660
SLB,BANDURRIA SUR,LCAV171,LCav-747(h),28,"89,4",9853,"3,3",12,24,,4407,6581
SLB,LA ANGOSTURA SUR,LAJE45,LajE-164(h),26,"89,4",10224,"4,2",10,30,,4228,5846
SLB,BANDURRIA SUR,LCAV138,LCav-197(h),12,"89,4",10003,"5,0",10,30,,4591,6395
SLB,LA ANGOSTURA SUR,LAJE56,LajE-60(h),47,"89,4",10206,"3,3",10,20,,3910,5390
SLB,LA ANGOSTURA SUR,LAJE14,LajE-186(h),33,"89,4",8074,"4,2",10,30,,3534,5780
SLB,LA AMARGA CHICA,LACH120,LACh-816(h),57,"89,4",11270,"4,2",10,30,,5006,6780
SLB,BANDURRIA SUR,LCAV193,LCav-850(h)(I),26,"89,4",10459,"4,2",10,30,,4880,6844
SLB,LA ANGOSTURA SUR,LAJE14,LajE-185(h),11,"89,4",9849,"4,2",10,30,,5624,5191
SLB,LA ANGOSTURA SUR,LAJE14,LajE-51(h),39,"89,4",8468,"4,2",10,30,,3666,5495
SLB,LA ANGOSTURA SUR,LAJE45,LajE-165(h),9,"89,4",9839,"4,2",10,30,,5332,5860
SLB,LA ANGOSTURA SUR,LAJE40,LajE-147(h),18,"89,4",11128,"4,2",10,30,,5577,6148
SLB,LOMA CAMPANA,LC325,LLL-1866(h),41,"89,4",10970,"3,3",10,30,,5525,6031
SLB,BANDURRIA SUR,LCAV193,LCav-849(h),7,"89,5",10875,"5,0",10,30,,5680,6760
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),37,"89,5",10157,"4,2",10,30,FLUIDO,3793,7155
SLB,LOMA CAMPANA,LC223,LLL-1459(h),52,"89,5",11120,"4,2",10,30,,5277,6629
SLB,LA ANGOSTURA SUR,LAJE14,LajE-53(h),38,"89,5",8371,"4,2",10,30,,3742,5160
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1047(h),33,"89,5",10277,"4,2",10,30,,4009,5909
SLB,BANDURRIA SUR,LCAV138,LCav-196(h),26,"89,5",9673,"5,0",10,30,,4068,6266
SLB,BANDURRIA SUR,LCAV193,LCav-225(h)(I),8,"89,5",10948,"5,0",10,30,,5764,6900
SLB,LA ANGOSTURA SUR,LAJE14,LajE-185(h),12,"89,6",9250,"4,2",10,30,,5554,5106
SLB,BANDURRIA SUR,LCAV193,LCav-848(h),8,"89,6",10705,"4,2",10,30,,5650,6635
SLB,ENTRE LAGOS,ELG4,ELg-101(h),46,"89,6",11040,"4,2",8,16,,5074,6190
SLB,BANDURRIA SUR,LCAV138,LCav-196(h),33,"89,6",10189,"5,0",10,30,,3648,6530
